Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-18 00:00:00-04:00,58.187153255274865,60.66975874633833,57.54405159077075,59.861637115478516,300233600,0.0,0.0
2020-03-19 00:00:00-04:00,60.036361741511776,61.35896164078844,58.876356338925326,59.40296936035156,271857200,0.0,0.0
2020-03-20 00:00:00-04:00,59.98541147221811,61.113871383188844,55.33082863063687,55.631752014160156,401693200,0.0,0.0
2020-03-23 00:00:00-04:00,55.35022704591594,55.452151782075894,51.59598260057971,54.449886322021484,336752800,0.0,0.0
2020-03-24 00:00:00-04:00,57.359609676283746,60.10916324280381,56.85969151927787,59.912593841552734,287531200,0.0,0.0
2020-03-25 00:00:00-04:00,60.851767993758266,62.67186075528643,59.28648895944169,59.582557678222656,303602000,0.0,0.0
2020-03-26 00:00:00-04:00,59.825230806660564,62.77620476506975,59.786401276197694,62.71796417236328,252087200,0.0,0.0
2020-03-27 00:00:00-04:00,61.337120260245676,62.094277592448684,59.9538506329564,60.121299743652344,204216800,0.0,0.0
2020-03-30 00:00:00-04:00,60.849334516621546,62.0093398541759,60.52414183848412,61.8370361328125,167976400,0.0,0.0
2020-03-31 00:00:00-04:00,62.02876624051435,63.70082103256645,61.15512018524407,61.710853576660156,197002000,0.0,0.0
2020-04-01 00:00:00-04:00,59.82038494793416,60.3591327272743,58.031841560613465,58.463809967041016,176218400,0.0,0.0
2020-04-02 00:00:00-04:00,58.32547715782636,59.49276269917482,57.49066070248686,59.43937301635742,165934000,0.0,0.0
2020-04-03 00:00:00-04:00,58.92247157470053,59.62623930857482,57.99301040837071,58.585147857666016,129880000,0.0,0.0
2020-04-06 00:00:00-04:00,60.88816303362977,63.851271716138356,60.51929359909339,63.695960998535156,201820400,0.0,0.0
2020-04-07 00:00:00-04:00,65.71748889327498,65.93590598005878,62.85387884275289,62.958229064941406,202887200,0.0,0.0
2020-04-08 00:00:00-04:00,63.76150035495677,64.88510570226441,63.39505997306274,64.56962585449219,168895200,0.0,0.0
2020-04-09 00:00:00-04:00,65.20786807728709,65.54033721316215,64.2371518120858,65.03556060791016,161834800,0.0,0.0
2020-04-13 00:00:00-04:00,65.1132222675946,66.42126604167221,64.51137549316124,66.31205749511719,131022800,0.0,0.0
2020-04-14 00:00:00-04:00,67.95011914666873,69.95222087152594,67.47689214022147,69.66100311279297,194994800,0.0,0.0
2020-04-15 00:00:00-04:00,68.5325465687292,69.48627323972364,68.10300741459568,69.02518463134766,131154400,0.0,0.0
2020-04-16 00:00:00-04:00,69.74108800841772,69.94008655387744,68.52041300810855,69.57363891601562,157125200,0.0,0.0
2020-04-17 00:00:00-04:00,69.08829031254295,69.63674726381512,67.1881094519009,68.62962341308594,215250000,0.0,0.0
2020-04-20 00:00:00-04:00,67.4526460174679,68.35783414900595,67.18569757688921,67.20510864257812,130015200,0.0,0.0
2020-04-21 00:00:00-04:00,67.0473614677832,67.28276042085989,64.41429253639382,65.12776947021484,180991600,0.0,0.0
2020-04-22 00:00:00-04:00,66.39942426790961,67.44051966916558,66.05725325792328,67.00370025634766,116862400,0.0,0.0
